"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05"
25,"Louisiana",25,153200,154500,155900,157300,158700,160300,162000,163700,165300,166700,167700,168400,168800,168900,168800,168500,167800,166800,165300,163200,160800,158300,156600,156000,157000,159500,163300,167900,172600,176800,180000,182100,183300,183800,184100,184600,185500,186800,188100,189200,189700,189600,189300,189400,190000,191000,192400,193900,195400,197000,198800,200600,202200,203500,204200,204400,204000,202900,200800,197400,192100,185000,176600,168400,161600,156900,153800,152000,151200,151000,151200,151500,152100,152800,153600,154300,154700,154900,154900,155100,155400,155900,156500,157000,157500,158000,158600,159300,160200,161200,162200,163300,164500,165700,166900,168000,169200,170300,171500,172800,174000,175000,175800,176400,176700,176800,177000,177500,178400,179800,181700,183800,186100,188300,190400,192400,194200,195800,197100,198300,199600,200800,202000,203200,204300,205300,206200,207000,207800,208500,209300,210100,210900,211700,212400,213100,213500,213800,214000,214200,214600,215000,215400,215800,216100,216000,215800,215500,215400,215300,215100,215100,215200,215300,215500,215700,215900,215800,215600,215500,215500,215300,215200,215100,215300,215400,215500,215600,215600,215700,215900,215700,215400,215200,215100,214600,213900,213600,213400,212500,211500,211200,211300,211300,211200,211400,211500,211200,210800,210400,210500,211100,211700,212200,212800,213100,213300,213700,214200,214700,215300,215700,216100,216500,216900,217600,218200,218800,219600,220200,220800,221600,222300,222600,222700,222900,223500,224000,224400,225200,226100,226400,226700,227500,228300,229100,229800,230400,230900,231600,232300,232700,232900,233300,233700,234000,234900,236000,237400,238700,240000,240900,241900,243200,244700,245900,247100,248100,249200,250200,251300,252900,254300,255200,255800,256200,256300,256400,257100,258000,258600,258900,259100,259500,259800,260000,259900,260300,261200,262600,263900,264600,264700,264700,264800,264700,264700,264800
24,"Kentucky",26,123300,123600,123900,124200,124500,125000,125600,126200,126800,127500,128100,128600,129100,129700,130200,130800,131400,132000,132600,133300,133800,134300,134700,135000,135300,135700,136100,136600,137200,138000,138700,139500,140300,141100,141800,142400,142800,143200,143600,144100,144600,145200,146000,147000,148000,149100,150000,150800,151500,152100,152700,153200,153800,154300,154900,155600,156400,157300,158300,159300,160500,161700,163000,164300,165600,166700,167500,168200,168900,169700,170600,171700,172900,174000,174900,175600,176200,176800,177500,178300,179300,180400,181400,182400,183100,183800,184300,184600,184800,184900,185100,185300,185700,186100,186300,186400,186400,186500,186900,187500,188200,189000,189700,189900,189600,188900,188300,188000,187900,188200,188700,189100,189600,190100,190700,191400,192200,193100,193900,194400,194700,195200,196000,196800,197700,198400,198900,199100,199300,199900,200700,200900,200600,200500,200600,200700,200600,200600,200600,200800,201100,201800,202800,202800,202000,201400,201000,200500,200100,199700,199400,199200,199200,199700,200500,200500,199500,198900,198700,198500,198400,198300,198300,198300,198700,199500,199700,202900,208700,212000,211500,211300,211200,211200,211100,211100,210600,206700,201300,198000,196900,196200,196300,196300,196100,195900,195700,195400,195300,195700,196600,196700,195800,195200,195400,195800,195900,195900,196000,196200,196300,197100,198400,198900,198700,199100,200000,200700,201400,202400,203100,203700,204200,204900,205800,206500,206700,206800,207000,207300,207900,208100,208100,208400,209100,210100,211300,211900,212100,212600,213400,214200,215000,216000,217200,218300,219000,219800,220800,221800,222500,223500,224300,225200,226100,227000,228000,229000,230000,231500,233200,234400,235500,236600,238000,239300,240300,240900,241400,241900,242300,243500,245200,245900,246200,246800,247700,248600,249800,251300,252800,253800,254700,255800,256900,257500,257900,257900
46,"Oregon",27,186300,187100,188000,189100,190200,191200,192300,193300,194300,195300,196300,197100,197800,198400,198900,199300,199500,199600,199500,199000,198400,197800,197100,196400,196000,196100,196500,197300,198400,199600,201000,202400,203900,205500,207000,208300,209400,210300,211100,211900,212700,213500,214200,215000,215800,216800,217900,219000,219800,220600,221200,221900,222700,223500,224300,225300,226500,227900,229300,230600,231500,232200,232900,233600,234400,235300,236200,237100,238200,239600,241100,242500,243600,244500,245300,246200,247200,248300,249400,250700,252100,253800,255700,257500,259000,260300,261500,263000,264800,266600,268200,269600,270900,272500,274500,276700,279100,281500,284400,288100,292300,296800,301100,305100,309300,313900,318800,324200,329700,335100,340800,347600,355700,365300,376800,389300,400400,407300,410400,413400,419700,429500,438700,443200,442100,438000,433500,429900,428000,427900,428600,429500,430300,430100,429300,428700,428300,427700,426400,424200,422200,420500,418700,416900,414800,411500,407500,403700,400000,396600,393300,389800,386800,384300,381300,377900,374200,369700,365200,362100,360100,358800,357600,356800,355000,354200,355700,354700,350100,346600,344600,341500,338300,335300,332900,331100,329100,326400,323200,320500,318700,317800,317400,317700,318400,319200,319100,318100,317600,317300,317300,318500,319900,320900,322100,323500,325300,327300,329300,331100,332700,334200,336200,339600,344000,347600,350200,352900,355600,357900,359800,362100,364600,366700,368600,371000,373600,375700,377900,380500,382700,384900,387800,390200,392000,394500,397500,400200,402700,406000,409500,413000,416700,420700,424300,427800,431900,435500,438300,441900,447100,452400,457600,462200,465200,468400,472200,476300,480300,483800,486000,488200,490600,492500,493500,494000,495100,496200,496800,497300,498400,501000,504300,506700,508400,510600,512900,515100,516700,517800,519500,521600,523800,526200,527600,527100,526000,525100
45,"Oklahoma",28,109900,110800,111500,111900,112000,111700,111400,110900,110600,110500,110300,109700,109000,108200,107300,106400,105800,105300,105100,104900,104900,105100,105100,105000,105100,105500,106300,107300,108500,109700,110700,111300,111600,111700,111700,111800,112400,113300,114300,115300,116100,116800,117400,118100,118900,119900,120900,121800,122600,123400,124000,124400,124700,125000,125300,125600,126100,126800,127400,127800,128000,128100,128000,127800,127800,127900,128000,128200,128600,129300,130000,130700,131200,131700,132100,132500,133000,133600,134400,135300,136100,136600,136600,136700,136900,137200,137700,138300,139000,139700,140400,141000,141600,142100,142600,143100,143600,144100,144700,145500,146200,147000,147900,148500,148900,149200,149300,149400,149700,150000,150400,151100,152000,152800,153600,154300,154900,155500,156000,156600,157400,158400,159200,160100,161000,161800,162600,163100,163600,164000,164300,164600,165200,165900,166500,167100,167800,168400,169000,169500,170200,171000,171700,172400,173100,173400,173500,173400,173000,172600,172300,172200,172600,173500,174500,175600,176600,177100,177000,176900,176800,176700,176700,176800,176900,177500,178700,178800,177500,176700,176900,176900,176500,176000,175800,175700,175500,175100,174700,174300,174300,174400,174400,174500,174600,175100,175500,175700,175700,175500,175100,175200,175600,175900,176100,176400,176800,177300,177700,178100,178300,178000,177800,178200,179000,180000,180800,181700,182700,183500,183900,184200,184700,185000,185100,185200,185600,186000,186400,186900,187500,187800,188100,188500,189000,189600,190100,190700,191500,192300,193100,193700,194200,194600,195000,195500,196300,197500,199000,200400,201600,202800,204000,205100,206000,206700,207300,208000,209200,210200,210900,211700,212400,212600,212800,213000,212900,212900,212700,212500,212600,213300,214200,215000,215600,215800,215600,215600,216100,217100,218400,219400,220100,221100,222100,222700,223200,223600
11,"Connecticut",29,220400,221100,221800,222500,223000,223500,224000,224500,225200,226000,226600,226900,227100,227300,227500,227800,228200,228800,229500,230300,231400,232800,234000,234900,235800,236900,238000,239100,240500,242100,243800,245500,247400,249300,251200,252900,254800,256800,259000,261300,263600,265800,268000,270200,272600,275300,278000,280500,282900,285300,287500,289800,292200,294700,297400,300200,303300,306400,309500,312500,315500,318400,321500,324600,327700,330700,333400,335900,338300,340600,343000,345600,348400,351300,354400,357600,361000,364500,368100,371800,375700,379300,382600,386000,389300,392600,395900,399000,402000,404800,407600,410500,413700,417000,420500,424100,427800,431600,435400,439200,443200,447400,451800,456300,460900,465200,469400,473300,477100,480500,483700,486700,489300,491700,493900,495800,497300,498200,498900,499600,500300,500700,500500,500100,499400,498500,497200,495800,494500,493500,492600,491900,491200,490200,488700,487200,485800,484500,483000,481200,479000,476400,473400,470500,468000,465600,462800,459600,456300,453400,450800,448200,445700,443400,440900,438100,435200,431800,428100,425100,423200,422200,421600,421300,421100,421400,422400,421200,418100,416300,415900,414600,412800,410900,407800,403900,400600,399000,398000,397300,396400,394800,394300,394200,393200,391600,391100,390800,389400,386300,383900,382900,382900,383300,383900,384200,383700,383000,382700,383300,384200,384600,384400,385200,387100,388200,388100,388800,390100,390900,391100,391300,391300,391100,391200,391200,390900,391500,392400,392900,392900,392700,392500,393200,394600,395700,395300,394300,393900,393800,393600,393600,393400,393400,393400,392800,392500,392500,392500,392700,392900,393300,393600,393600,393500,393600,393700,393600,393900,394300,394400,394700,395500,395900,395100,395300,397400,399900,401600,402900,403700,404800,406500,408200,409400,410000,410500,411000,411900,412600,412900,412600,412500,413100,414500,414700,414400,414100
19,"Iowa",30,102600,103100,103700,104500,105400,106300,107200,107900,108300,108300,108300,108300,108500,108900,109600,110400,111300,112200,113200,114200,115000,115500,115800,115900,115900,116000,116500,117300,118400,119800,121300,122800,124200,125500,126600,127300,127700,127800,127700,127400,127000,126600,126400,126400,126600,127200,128000,128900,129800,130700,131500,132200,132800,133100,133200,133400,133600,134200,134900,135700,136600,137300,137900,138400,138700,139100,139600,140200,141000,141900,143000,144000,145000,145900,146600,147200,147800,148300,148900,149700,150400,151000,151500,152000,152500,153200,154000,155000,156100,157200,158300,159300,160100,160700,161300,161800,162300,162800,163400,163900,164600,165300,166200,167000,167600,167900,167900,167700,167800,168300,169200,170300,171400,172500,173300,174100,174700,175400,176000,176600,177300,177800,178400,178900,179400,179900,180400,180800,181300,181900,182400,182900,183300,183500,183600,183700,183900,184000,184300,184700,185100,185600,186200,186800,187300,187400,187300,187000,186600,186300,186000,185800,185800,186000,186300,186800,187400,187600,187600,187500,187200,186900,186600,186500,186300,186300,186700,186900,186800,187100,187800,188200,188400,188400,188100,187700,187400,187000,186600,186300,186200,186100,186100,186300,186600,187000,187300,187500,187700,188100,188200,188400,188900,189600,190000,190500,191100,192000,192900,193700,194600,195300,195900,196500,197200,197600,197900,198400,199000,199700,200200,200600,201000,201400,202200,202800,203200,204000,205200,206200,207000,207800,208600,209300,209900,210800,211800,212900,214100,215000,215700,216300,217000,217700,218400,219000,219600,220100,221000,222100,223200,224200,225300,226700,227800,228700,229600,230400,231000,231800,232700,233800,234800,235500,236100,236600,236900,237000,237700,239600,241700,242600,242400,242300,242800,243500,244100,244800,245800,246800,247700,248500,249400,250300,251100,251700,252400,252900
34,"Mississippi",31,135900,136500,137200,137800,138400,138900,139300,139300,139200,138900,138600,138100,137800,137500,137500,137600,137900,138200,138300,138200,137800,137200,136300,135200,133800,132200,130600,129100,127900,127100,126500,126000,125500,124800,124000,123500,123300,123500,123800,124300,124800,125100,125300,125500,125700,125900,126200,126500,126700,126700,126500,126200,125800,125400,125100,125100,125300,125900,126600,127500,128400,129200,130000,130800,131500,132000,132300,132400,132400,132300,132100,131700,131200,130900,130800,130900,131400,131900,132300,132700,133100,133400,133900,134500,135100,135900,136600,137200,137600,137800,137900,138100,138200,138300,138400,138500,138800,139300,140100,141000,142300,143900,146000,148600,151500,154500,157100,159500,161600,163300,164900,166500,168100,169600,170900,172100,173300,174800,176600,178800,180800,182200,182600,182300,181900,181600,181900,182400,183200,184000,185000,186200,187800,189800,191900,194000,195800,197200,198100,198400,198300,197900,197500,196800,195900,194700,193500,192700,192300,192200,191900,191600,191100,190500,190000,189500,188800,188000,187200,186700,186500,186400,186100,185700,185800,185900,185900,185600,185600,185800,186200,186500,186500,186200,185900,185500,185100,184800,184500,184000,183500,183500,183700,183600,183000,182300,181900,181500,181100,180600,180100,180100,180300,180700,181100,181300,181500,181800,182500,182900,182600,182100,182200,182300,182100,182000,182000,181800,181500,181100,180700,181000,181900,182700,183200,183100,182500,182000,181800,182500,183700,184900,185300,185900,186800,187600,188000,189100,190300,190900,191400,192000,192500,192900,193000,193100,193500,194200,194700,195200,195500,195700,195700,195600,196100,197400,198500,198600,198800,199300,199500,199700,199900,199600,199500,200400,201500,201900,202400,203300,203600,203900,205200,206100,209000,214300,218700,220000,220200,220500,222300,224400,226100,227300,228300,229400,229800,229300
6,"Arkansas",32,105200,105300,105400,105400,105500,105600,105800,106000,106300,106800,107500,108300,109100,109800,110300,110700,111000,111200,111500,111800,112200,112700,113000,113100,113100,113200,113500,114000,114800,115600,116400,117100,117700,118200,118700,119100,119500,120000,120500,120900,121300,121700,122000,122200,122700,123500,124400,125300,126200,126900,127500,128000,128400,128900,129400,130000,130700,131600,132500,133200,133800,134200,134500,134600,134500,134400,134400,134300,134200,134200,134400,134500,134700,135100,135600,136400,137500,138800,140300,141800,143000,143400,143300,143400,143800,144500,145400,146400,147400,148300,149000,149800,150600,151400,152300,153200,154100,155100,156300,157500,158800,160100,161400,162700,164100,165700,167100,168500,169800,171000,172100,173200,174200,175100,176000,176800,177500,178400,179300,180400,181600,182700,183800,184800,185700,186500,187100,187400,187500,187600,187600,187800,188000,188100,187900,187800,187600,187400,187300,187000,186800,186700,186500,186300,186200,185800,185200,184600,184100,183600,183000,182500,182300,182200,182200,182300,182500,182400,181800,181300,180700,180200,179800,179700,179300,179200,179900,179600,178300,177900,178500,178500,178100,177700,177600,177600,177500,177100,176600,176400,176500,176200,175600,175300,175100,175200,175400,175700,176000,176200,176100,175900,175800,176000,176400,176800,177100,177400,177700,177800,178200,178600,179000,179400,180100,180800,181500,182300,183200,184000,184400,184900,185600,186000,185900,185900,186400,186800,186800,187100,187500,187800,188000,188400,188600,188800,189100,189700,190300,190900,191700,192400,193100,193900,194500,194700,195000,195600,196400,197200,198100,198800,199600,200400,201300,202100,202800,203400,203800,204400,204800,205500,206400,207500,208300,208900,209000,208900,209100,209300,209800,210800,212300,213800,214800,215200,215400,216000,216800,217600,218800,220100,221100,222000,223100,223800,224300,224800
23,"Kansas",33,112800,112500,112500,112500,112400,112300,112300,112400,112900,114100,116300,119200,122600,126000,129100,131600,133700,135500,137100,138700,140300,141800,143300,144500,145700,146700,147700,148800,149800,150900,152000,153100,154000,154700,155300,155700,156100,156600,157100,157500,157900,158400,158900,159400,160000,160600,161300,161900,162700,163400,164200,165200,166100,166900,167700,168400,168900,169500,170000,170500,171200,171900,172700,173400,174200,174900,175600,176300,176800,177300,177800,178300,178800,179300,179800,180200,180500,180800,181100,181500,181800,182300,182600,182800,182900,183100,183300,183700,184100,184600,185100,185600,186100,186600,187200,187900,188700,189500,190300,191300,192400,193700,195200,196500,197600,198500,199200,199600,199800,199900,199700,199400,199100,198900,198900,199200,199700,200400,201000,201500,201900,202300,202700,203200,203800,204500,205000,205600,206100,206700,207400,208100,208800,209500,210100,210600,211100,211400,211600,211600,211500,211400,211400,211500,211700,211900,212000,211900,211600,211100,210700,210300,209900,209500,209200,208900,208600,208200,207800,207400,207200,207100,207000,206900,206800,206900,207000,206800,206400,206200,206600,206800,206800,206600,206300,206300,206200,205500,204600,203700,202900,202200,201700,201300,201200,201200,201100,200700,200400,200300,200200,200300,200900,201200,201300,201200,201200,201100,201100,201300,201800,202500,203200,203700,204100,204800,205400,205900,206500,207100,207600,208100,208500,209100,209600,210000,210400,210700,211200,212000,212600,213000,213700,214600,215300,215700,216200,216900,217400,217800,218400,219300,220400,221600,222500,223300,223900,224900,226000,227100,228400,230200,231900,233700,235500,237400,239000,240300,241500,242700,243900,245500,247300,248800,249800,250700,251500,252400,253100,253700,254400,255500,257100,258400,259700,261500,263500,265100,266400,267400,268700,270100,271500,272300,273000,273900,274400,274300
55,"Utah",34,214700,215300,215800,216400,217000,217700,218600,219700,221300,223200,225400,227800,230200,232400,234300,236000,237500,239000,240300,241400,242100,242500,242600,242700,242700,242800,243000,243300,243600,243800,243900,243700,243200,242500,241800,241300,241100,241300,241600,242000,242600,243200,244000,245000,246200,247500,248900,250200,251300,252300,253100,253500,253500,253500,253200,252900,252500,252000,251500,250900,250400,250100,250000,250200,250600,251400,252300,253300,254300,255200,256000,256800,257400,257900,258200,258300,258300,258100,258100,258200,258500,258900,259300,259600,260000,260600,261300,262100,262900,263600,264000,264300,264800,265500,266500,267500,268200,268600,268600,268400,268300,268500,269100,270100,271300,272600,273600,274600,275900,277600,279700,282600,286300,290400,294600,298700,302800,306700,310600,315200,320700,326400,332200,338400,344500,350200,355500,360700,366300,372200,377800,383900,390400,396200,400900,405500,409600,413200,416300,418800,420700,421700,421100,420800,421000,420400,418700,416600,413900,410900,408000,405000,402400,399900,396700,394100,392200,389500,385700,381700,377500,373400,369700,366800,362200,359300,360800,358600,350300,344500,342800,339900,337300,335600,334300,332200,330200,328000,325600,323600,322200,320800,320100,319900,319400,318600,318100,318500,319200,319000,317000,315900,317400,319900,321000,321800,323200,324900,326300,327600,329500,331700,333500,335200,337200,338900,340600,343200,346200,348500,350300,352100,354300,356800,359300,362100,364800,366700,368100,369400,370500,371200,372000,372900,373500,373700,374200,376200,378400,379800,380800,382500,384500,386700,388700,390200,391600,392800,393900,395600,398700,401800,404300,406400,408400,410400,412500,414400,416600,418900,420300,422400,426000,429800,433200,437000,440600,443500,445300,446700,448100,451600,457000,461800,464700,468100,472200,475900,478800,482600,487800,492800,497100,501000,503900,505400,506600,506900
42,"Nevada",35,194800,195000,195200,195300,195600,195800,196000,196200,196600,197100,197400,197500,197600,197700,197700,197700,197700,197900,198100,198600,199300,200100,200700,201100,201500,201700,201900,202100,202300,202700,203200,203600,204200,204800,205100,205300,205500,205800,206300,207000,207800,208900,210100,211400,213000,214700,216400,217900,219400,220800,222100,223200,224300,225300,226400,227600,229000,230400,231800,233000,234000,235000,236100,237300,238700,240300,242100,244100,246100,248000,249700,251200,252500,253600,254600,255500,256500,257600,259100,260900,262700,264600,266600,268700,271200,274200,277900,282400,287600,293300,299800,306800,314500,322800,331800,341800,353200,365600,378900,392400,405200,416800,426900,435400,443000,450200,456900,463300,469200,473800,477300,479800,481700,483500,485300,487100,489000,490900,492800,494800,496900,498500,499400,499200,497700,495100,491800,487800,483900,480100,476000,471600,467300,463000,458700,453900,448800,443300,437300,430300,422700,414400,405700,396800,388300,380000,371600,363300,355600,348500,341700,335000,328500,322000,315100,307700,300100,292400,285200,279200,275000,272100,270200,268900,267800,267300,267600,268400,267800,266200,264700,263100,260700,258000,255300,253000,250800,248300,246000,243700,241400,239400,237700,236000,234400,232600,231700,231100,231000,231600,232400,233300,234400,235600,237100,240100,243600,246900,249200,251900,255100,258100,260600,263800,268700,274900,281300,286000,289900,293900,297700,300200,301900,303500,305600,308100,310500,312700,314800,317000,318900,320700,322700,324900,327100,328700,330400,332100,333600,335200,337300,339300,341100,342500,343700,345500,347500,349200,350600,352200,354500,356400,357500,358700,360700,362800,365000,367200,369000,370700,372700,375200,378000,381000,383900,386000,387900,391200,395000,397300,399400,403400,407900,411300,413900,416900,419900,423300,427100,430900,434900,438200,440700,442600,444000,444100,443100,442000
41,"New Mexico",36,187900,187800,187600,187200,186900,186600,186600,186900,187500,188200,189100,190000,190700,191400,191900,192100,192100,191700,190700,188800,185900,182200,178400,175000,172400,171300,171400,172600,174500,176500,178400,180100,181700,183100,184400,185500,186400,187100,187600,188000,188100,188200,188500,188800,189300,190000,190800,191700,192500,193300,193900,194100,194000,193800,193700,193800,194400,195200,196200,197100,198100,199000,199800,200400,200800,201100,201700,202400,203500,204700,206000,207200,208500,209800,210800,211600,212100,212500,212800,213400,214100,214900,215900,216800,217700,218900,220500,222500,224800,226900,228400,229400,230200,231100,232300,233700,234700,234900,234900,235500,236800,238900,241700,244600,247300,249400,251000,252300,253700,254900,256000,256900,258100,259500,261300,263400,265700,268200,270800,274000,277500,281200,284900,288100,290800,292900,294800,296500,298300,300100,301600,303200,304900,306600,308200,309800,311200,312300,313100,313700,314200,314500,314200,314000,313500,312700,311600,310700,310000,309300,308600,307900,307200,306600,305800,305300,304900,304200,303200,302200,301200,300200,299400,299100,298700,298400,298900,298100,295500,293300,291800,289800,288000,286000,283900,281600,279100,276400,273800,271500,270100,269600,269000,268600,268500,268000,267100,266300,266000,265700,265200,264800,264700,264800,265000,264700,263700,263000,262800,262800,263100,263700,264000,264500,264700,264800,265000,265500,266100,267500,268800,268900,268700,269300,270100,270700,270800,270700,270700,271000,271200,271400,271700,272400,273100,273400,273600,274400,275300,276000,277500,280100,282900,284300,284200,284100,284600,284800,285300,287000,288600,289100,289400,290300,291400,292800,295200,298000,299900,300300,300800,301900,303000,303100,303300,304000,304700,305300,306500,308100,309600,311300,313400,314800,319900,329200,336000,337400,338800,341300,343700,345700,347900,351200,354100,355100,354400,353100
61,"West Virginia",37,91200,91300,91400,91600,91800,92100,92300,92600,93000,93400,93800,94100,94300,94500,94700,94900,95100,95400,95900,96400,96900,97600,98200,98600,99000,99300,99500,99800,100000,100200,100600,101200,101900,102800,103600,104300,104900,105500,105900,106300,106700,106800,106900,106700,106500,106100,105700,105400,105200,105200,105300,105700,106300,107200,108200,109400,110700,111800,112600,113000,113100,113000,112900,112900,112900,113100,113400,113600,114100,114600,115100,115500,115900,116400,117200,118500,120600,123400,126700,130200,133400,135800,137900,140000,141800,143100,143700,143300,141800,139600,137300,135500,134900,135800,138200,142000,146800,152400,158300,164500,170000,174200,177200,179000,179700,179400,178500,177600,176800,176200,175500,174800,174600,175000,175900,177000,178100,178900,179400,179500,179600,179600,179500,179800,180200,180900,181600,182300,182900,183400,183700,184100,184600,184800,184500,184300,184000,183700,183500,183400,183400,183400,183200,183200,183300,182900,181800,180900,180200,179500,179000,178600,178400,178200,177800,177800,178000,177900,177100,176400,175700,175200,174700,174500,174000,173600,174300,172300,167900,165100,165000,164800,165100,165400,165500,165400,165200,164900,164100,163500,163700,164200,164700,165100,165200,165200,165100,164900,164600,164300,164200,164600,165400,166000,166200,166300,166500,166900,167400,167700,168100,168400,168400,168700,169500,170300,170800,170700,170000,169000,168500,168100,168200,168600,169000,169200,169700,170400,170600,170700,170800,171000,171300,171800,172200,172900,173700,174400,175000,175700,176000,176500,177400,178000,177800,177500,177600,177300,176800,176400,176900,178000,178500,178900,179300,179600,179700,179900,180000,180000,181900,185800,186700,183900,182000,182300,182700,183300,183600,183800,183900,184200,184200,184100,184400,185000,185700,186400,187300,188400,189400,190300,191300,191700,191200,190000,190000,190800
38,"Nebraska",38,123700,125900,128300,130500,132400,134000,135100,136000,136700,137400,138000,138400,138600,138500,138100,137600,137200,137000,136900,136700,136600,136300,135900,135300,134700,134500,134600,135000,135600,136300,137100,137700,138400,139100,139800,140600,141400,142100,142600,142900,143200,143300,143500,143800,144400,145300,146500,147900,149300,150600,151600,152400,153100,153700,154300,154800,155100,155100,154400,153200,151500,149700,148300,147400,147000,147000,147200,147500,147900,148300,148600,149100,149600,150200,150800,151500,152200,152900,153700,154500,155300,156100,156800,157500,158400,159400,160600,161800,163100,164300,165400,166500,167500,168400,169400,170600,171900,173300,174600,175800,176600,177100,177600,178200,179000,180200,181600,182900,183900,184600,185200,185800,186300,186900,187400,187800,188300,188800,189200,189800,190300,190800,191300,191700,192000,192400,192800,193200,193400,193700,194000,194300,194500,194500,194400,194300,194300,194300,194400,194300,194300,194100,193800,193400,193100,192800,192600,192400,192000,191600,191200,190800,190600,190500,190500,190500,190400,190000,189800,189600,189800,190000,190300,190500,190600,190900,191500,191700,191500,191400,191500,191500,191200,190600,190000,189700,189400,189100,188800,189000,189700,190200,190100,190000,190100,190500,191000,191400,191500,191600,191600,191600,191900,192800,194000,194900,195700,196600,197500,198600,199500,200100,200500,201200,201800,202500,203600,205000,206400,207800,209000,209800,210600,211700,212600,213300,214000,214700,215400,216100,216900,217600,218400,219300,220200,221100,222300,223500,224700,225800,226700,227600,228600,229400,230200,230900,231800,232800,233900,235100,236400,237700,238900,240000,241300,242600,243700,244800,245900,246900,248000,249500,250800,251700,252900,254200,255200,255900,256800,258100,259400,260600,261700,262600,263500,264800,265900,266800,268000,269500,270700,271600,272500,273600,274800,275200,275500,275600
